PHOENIX, AZ, USA
month,day,hour,Dry Bulb Temp,Rel Humidity,Global Horiz Rad,Diffuse Rad,Wind Speed,Wind Direction,
 , , ,degrees C,percent,(Wh/sq.m),(Wh/sq.m),ms,degrees,
1,1,1,5.6,53.0,0.0,0.0,2.1,200.0,
1,1,2,5.6,49.0,0.0,0.0,2.6,240.0,
1,1,3,5.0,47.0,0.0,0.0,2.1,220.0,
1,1,4,6.1,40.0,0.0,0.0,2.1,270.0,
1,1,5,6.1,38.0,0.0,0.0,2.1,250.0,
1,1,6,6.1,43.0,0.0,0.0,2.1,220.0,
1,1,7,6.1,42.0,0.0,0.0,2.1,250.0,
1,1,8,6.1,37.0,8.0,8.0,0.0,0.0,
1,1,9,6.7,38.0,62.0,47.0,1.5,220.0,
1,1,10,9.4,33.0,297.0,29.0,2.1,270.0,
1,1,11,12.2,25.0,457.0,53.0,0.0,0.0,
1,1,12,13.9,21.0,564.0,72.0,1.5,100.0,
1,1,13,16.1,16.0,608.0,79.0,3.6,50.0,
1,1,14,16.7,17.0,542.0,170.0,3.6,50.0,
1,1,15,17.2,18.0,324.0,261.0,2.1,30.0,
1,1,16,17.2,18.0,174.0,179.0,1.5,60.0,
1,1,17,16.7,20.0,74.0,70.0,2.1,40.0,
1,1,18,14.4,26.0,7.0,7.0,0.0,0.0,
1,1,19,12.2,33.0,0.0,0.0,1.5,290.0,
1,1,20,11.1,38.0,0.0,0.0,1.5,200.0,
1,1,21,10.6,36.0,0.0,0.0,0.0,0.0,
1,1,22,8.9,41.0,0.0,0.0,0.0,0.0,
1,1,23,8.3,34.0,0.0,0.0,2.6,250.0,
1,1,24,6.7,40.0,0.0,0.0,2.6,220.0,
1,2,1,6.1,37.0,0.0,0.0,2.1,250.0,
1,2,2,5.6,38.0,0.0,0.0,2.1,250.0,
1,2,3,5.0,38.0,0.0,0.0,3.1,240.0,
1,2,4,5.6,36.0,0.0,0.0,2.6,260.0,
1,2,5,5.0,40.0,0.0,0.0,2.1,290.0,
1,2,6,3.9,45.0,0.0,0.0,0.0,0.0,
1,2,7,4.4,41.0,0.0,0.0,0.0,0.0,
1,2,8,4.4,43.0,14.0,8.0,0.0,0.0,
1,2,9,7.8,36.0,128.0,36.0,0.0,0.0,
1,2,10,10.6,31.0,264.0,54.0,0.0,0.0,
1,2,11,12.2,30.0,395.0,120.0,0.0,0.0,
1,2,12,14.4,28.0,556.0,97.0,2.6,90.0,
1,2,13,15.6,26.0,569.0,188.0,0.0,0.0,
1,2,14,16.1,26.0,480.0,274.0,0.0,0.0,
1,2,15,17.2,26.0,474.0,202.0,1.5,10.0,
1,2,16,16.7,27.0,223.0,160.0,2.6,280.0,
1,2,17,15.6,30.0,93.0,89.0,4.1,290.0,
1,2,18,13.9,34.0,6.0,6.0,0.0,0.0,
1,2,19,12.2,38.0,0.0,0.0,3.1,260.0,
1,2,20,10.6,45.0,0.0,0.0,0.0,0.0,
1,2,21,10.0,46.0,0.0,0.0,0.0,0.0,
1,2,22,9.4,46.0,0.0,0.0,0.0,0.0,
1,2,23,8.9,50.0,0.0,0.0,0.0,0.0,
1,2,24,8.3,46.0,0.0,0.0,1.5,220.0,
1,3,1,7.8,46.0,0.0,0.0,2.1,270.0,
1,3,2,6.7,51.0,0.0,0.0,1.5,230.0,
1,3,3,6.7,47.0,0.0,0.0,2.6,120.0,
1,3,4,6.1,47.0,0.0,0.0,0.0,0.0,
1,3,5,5.6,58.0,0.0,0.0,0.0,0.0,
1,3,6,5.0,68.0,0.0,0.0,1.5,110.0,
1,3,7,5.0,68.0,0.0,0.0,2.1,90.0,
1,3,8,5.0,68.0,10.0,4.0,0.0,0.0,
1,3,9,6.1,65.0,131.0,41.0,2.6,60.0,
1,3,10,8.9,52.0,284.0,46.0,4.1,90.0,
1,3,11,11.1,45.0,444.0,92.0,3.1,70.0,
1,3,12,12.8,39.0,527.0,128.0,2.1,80.0,
1,3,13,15.0,33.0,559.0,133.0,0.0,0.0,
1,3,14,15.6,32.0,452.0,193.0,0.0,0.0,
1,3,15,15.6,32.0,220.0,217.0,0.0,0.0,
1,3,16,15.6,32.0,108.0,113.0,1.5,310.0,
1,3,17,15.0,36.0,36.0,38.0,2.1,240.0,
1,3,18,14.4,39.0,3.0,3.0,2.1,230.0,
1,3,19,13.3,44.0,0.0,0.0,0.0,0.0,
1,3,20,13.3,44.0,0.0,0.0,3.1,300.0,
1,3,21,12.2,47.0,0.0,0.0,1.5,330.0,
1,3,22,11.1,53.0,0.0,0.0,0.0,0.0,
1,3,23,11.1,51.0,0.0,0.0,0.0,0.0,
1,3,24,10.0,54.0,0.0,0.0,2.1,280.0,
1,4,1,10.0,59.0,0.0,0.0,1.5,340.0,
1,4,2,10.0,59.0,0.0,0.0,0.0,0.0,
1,4,3,10.0,59.0,0.0,0.0,0.0,0.0,
1,4,4,10.6,57.0,0.0,0.0,3.1,140.0,
1,4,5,10.6,57.0,0.0,0.0,3.1,80.0,
1,4,6,10.0,57.0,0.0,0.0,4.1,80.0,
1,4,7,10.0,61.0,0.0,0.0,3.1,120.0,
1,4,8,9.4,66.0,9.0,8.0,0.0,0.0,
1,4,9,10.0,64.0,59.0,59.0,0.0,0.0,
1,4,10,10.0,64.0,141.0,133.0,0.0,0.0,
1,4,11,13.3,47.0,120.0,118.0,3.6,100.0,
1,4,12,15.0,42.0,337.0,305.0,1.5,100.0,
1,4,13,17.2,34.0,461.0,233.0,1.5,80.0,
1,4,14,18.3,32.0,464.0,245.0,1.5,20.0,
1,4,15,18.9,29.0,249.0,218.0,0.0,0.0,
1,4,16,19.4,28.0,188.0,173.0,0.0,0.0,
1,4,17,18.9,31.0,85.0,85.0,0.0,0.0,
1,4,18,17.8,33.0,5.0,5.0,0.0,0.0,
1,4,19,16.1,43.0,0.0,0.0,2.1,250.0,
1,4,20,15.0,46.0,0.0,0.0,0.0,0.0,
1,4,21,14.4,51.0,0.0,0.0,1.5,160.0,
1,4,22,13.9,51.0,0.0,0.0,0.0,0.0,
1,4,23,12.8,55.0,0.0,0.0,0.0,0.0,
1,4,24,12.8,55.0,0.0,0.0,2.1,100.0,
1,5,1,12.2,57.0,0.0,0.0,1.5,70.0,
1,5,2,11.7,62.0,0.0,0.0,2.6,90.0,
1,5,3,11.1,66.0,0.0,0.0,1.5,70.0,
1,5,4,11.1,66.0,0.0,0.0,1.5,30.0,
1,5,5,11.1,66.0,0.0,0.0,4.1,110.0,
1,5,6,11.1,66.0,0.0,0.0,3.1,100.0,
1,5,7,11.7,62.0,0.0,0.0,4.6,100.0,
1,5,8,10.6,72.0,3.0,3.0,2.1,180.0,
1,5,9,11.1,69.0,18.0,18.0,2.6,310.0,
1,5,10,11.1,77.0,32.0,32.0,3.1,160.0,
1,5,11,11.7,74.0,71.0,71.0,2.6,130.0,
1,5,12,12.8,67.0,76.0,76.0,2.6,130.0,
1,5,13,13.9,62.0,189.0,189.0,0.0,0.0,
1,5,14,14.4,67.0,200.0,200.0,3.1,120.0,
1,5,15,13.9,64.0,143.0,143.0,3.6,100.0,
1,5,16,13.9,64.0,79.0,79.0,1.5,120.0,
1,5,17,13.9,64.0,23.0,23.0,1.5,80.0,
1,5,18,13.9,67.0,5.0,5.0,1.5,10.0,
1,5,19,13.3,67.0,0.0,0.0,1.5,60.0,
1,5,20,12.8,72.0,0.0,0.0,2.1,80.0,
1,5,21,13.3,67.0,0.0,0.0,2.1,110.0,
1,5,22,13.3,69.0,0.0,0.0,3.1,100.0,
1,5,23,12.2,77.0,0.0,0.0,1.5,330.0,
1,5,24,11.1,86.0,0.0,0.0,3.1,340.0,
1,6,1,10.6,93.0,0.0,0.0,0.0,0.0,
1,6,2,10.6,93.0,0.0,0.0,0.0,0.0,
1,6,3,10.0,93.0,0.0,0.0,0.0,0.0,
1,6,4,9.4,93.0,0.0,0.0,0.0,0.0,
1,6,5,9.4,96.0,0.0,0.0,0.0,0.0,
1,6,6,8.9,96.0,0.0,0.0,0.0,0.0,
1,6,7,8.3,96.0,0.0,0.0,0.0,0.0,
1,6,8,8.3,96.0,8.0,8.0,2.1,230.0,
1,6,9,8.3,100.0,70.0,64.0,3.1,10.0,
1,6,10,8.9,96.0,139.0,128.0,2.1,200.0,
1,6,11,11.1,83.0,403.0,242.0,2.1,240.0,
1,6,12,13.3,72.0,531.0,169.0,2.6,260.0,
1,6,13,14.4,65.0,569.0,181.0,3.1,290.0,
1,6,14,15.6,56.0,551.0,193.0,2.1,290.0,
1,6,15,16.7,52.0,460.0,195.0,1.5,210.0,
1,6,16,16.1,52.0,340.0,155.0,1.5,220.0,
1,6,17,15.6,52.0,129.0,82.0,0.0,0.0,
1,6,18,14.4,56.0,9.0,5.0,0.0,0.0,
1,6,19,12.8,69.0,0.0,0.0,1.5,210.0,
1,6,20,11.7,72.0,0.0,0.0,0.0,0.0,
1,6,21,11.1,74.0,0.0,0.0,0.0,0.0,
1,6,22,10.6,77.0,0.0,0.0,2.1,80.0,
1,6,23,10.0,80.0,0.0,0.0,2.6,80.0,
1,6,24,8.9,86.0,0.0,0.0,2.1,130.0,
1,7,1,8.3,86.0,0.0,0.0,0.0,0.0,
1,7,2,8.3,83.0,0.0,0.0,2.6,100.0,
1,7,3,7.8,86.0,0.0,0.0,0.0,0.0,
1,7,4,7.8,86.0,0.0,0.0,1.5,80.0,
1,7,5,7.2,86.0,0.0,0.0,2.1,100.0,
1,7,6,6.7,86.0,0.0,0.0,2.1,70.0,
1,7,7,6.7,86.0,0.0,0.0,2.1,110.0,
1,7,8,6.7,83.0,7.0,7.0,2.1,80.0,
1,7,9,7.8,80.0,74.0,65.0,2.6,120.0,
1,7,10,9.4,71.0,258.0,87.0,3.1,100.0,
1,7,11,11.1,66.0,387.0,147.0,2.6,90.0,
1,7,12,13.3,57.0,526.0,187.0,2.1,90.0,
1,7,13,14.4,51.0,518.0,257.0,0.0,0.0,
1,7,14,16.1,46.0,509.0,264.0,1.5,90.0,
1,7,15,17.2,40.0,396.0,188.0,2.6,280.0,
1,7,16,17.2,40.0,277.0,149.0,2.1,260.0,
1,7,17,16.1,43.0,80.0,77.0,2.1,270.0,
1,7,18,14.4,56.0,10.0,9.0,2.1,280.0,
1,7,19,13.3,60.0,0.0,0.0,1.5,220.0,
1,7,20,12.2,67.0,0.0,0.0,1.5,320.0,
1,7,21,11.7,66.0,0.0,0.0,1.5,250.0,
1,7,22,10.6,74.0,0.0,0.0,1.5,140.0,
1,7,23,9.4,77.0,0.0,0.0,1.5,180.0,
1,7,24,8.9,80.0,0.0,0.0,2.1,80.0,
1,8,1,7.8,83.0,0.0,0.0,1.5,20.0,
1,8,2,7.2,83.0,0.0,0.0,1.5,110.0,
1,8,3,6.7,83.0,0.0,0.0,3.1,100.0,
1,8,4,6.1,86.0,0.0,0.0,2.6,90.0,
1,8,5,6.1,83.0,0.0,0.0,3.1,120.0,
1,8,6,6.1,83.0,0.0,0.0,3.1,90.0,
1,8,7,5.6,83.0,0.0,0.0,3.1,70.0,
1,8,8,5.6,79.0,8.0,6.0,3.6,70.0,
1,8,9,6.7,74.0,109.0,60.0,3.1,130.0,
1,8,10,8.3,71.0,266.0,121.0,3.1,140.0,
1,8,11,11.1,61.0,407.0,151.0,0.0,0.0,
1,8,12,13.3,53.0,528.0,174.0,2.1,150.0,
1,8,13,14.4,49.0,547.0,165.0,2.1,310.0,
1,8,14,15.0,50.0,511.0,170.0,2.1,250.0,
1,8,15,15.6,44.0,438.0,173.0,1.5,220.0,
1,8,16,16.1,41.0,278.0,147.0,2.1,160.0,
1,8,17,15.6,41.0,118.0,82.0,2.1,280.0,
1,8,18,13.9,49.0,7.0,6.0,2.1,260.0,
1,8,19,13.3,53.0,0.0,0.0,2.6,310.0,
1,8,20,12.2,62.0,0.0,0.0,2.1,180.0,
1,8,21,11.1,66.0,0.0,0.0,0.0,0.0,
1,8,22,10.6,66.0,0.0,0.0,0.0,0.0,
1,8,23,9.4,71.0,0.0,0.0,0.0,0.0,
1,8,24,8.9,74.0,0.0,0.0,1.5,120.0,
1,9,1,8.9,77.0,0.0,0.0,2.1,110.0,
1,9,2,7.8,77.0,0.0,0.0,2.1,100.0,
1,9,3,7.8,77.0,0.0,0.0,2.1,100.0,
1,9,4,6.7,80.0,0.0,0.0,0.0,0.0,
1,9,5,6.1,83.0,0.0,0.0,2.6,80.0,
1,9,6,5.6,79.0,0.0,0.0,3.1,100.0,
1,9,7,5.6,79.0,0.0,0.0,2.6,100.0,
1,9,8,5.6,76.0,9.0,6.0,2.6,110.0,
1,9,9,6.7,74.0,115.0,53.0,3.6,100.0,
1,9,10,8.9,66.0,260.0,72.0,3.1,80.0,
1,9,11,10.6,59.0,436.0,98.0,2.6,80.0,
1,9,12,12.8,51.0,541.0,128.0,1.5,100.0,
1,9,13,14.4,46.0,574.0,136.0,2.1,130.0,
1,9,14,16.1,41.0,555.0,131.0,0.0,0.0,
1,9,15,16.7,38.0,471.0,127.0,2.1,310.0,
1,9,16,16.7,37.0,321.0,100.0,2.1,230.0,
1,9,17,16.7,37.0,133.0,78.0,1.5,210.0,
1,9,18,15.0,44.0,9.0,3.0,0.0,0.0,
1,9,19,13.3,47.0,0.0,0.0,0.0,0.0,
1,9,20,12.2,53.0,0.0,0.0,2.1,120.0,
1,9,21,11.1,57.0,0.0,0.0,0.0,0.0,
1,9,22,9.4,69.0,0.0,0.0,1.5,120.0,
1,9,23,9.4,69.0,0.0,0.0,1.5,120.0,
1,9,24,9.4,69.0,0.0,0.0,2.1,110.0,
1,10,1,8.9,71.0,0.0,0.0,2.1,110.0,
1,10,2,7.8,77.0,0.0,0.0,1.5,130.0,
1,10,3,7.2,77.0,0.0,0.0,1.5,70.0,
1,10,4,6.7,80.0,0.0,0.0,1.5,80.0,
1,10,5,6.1,83.0,0.0,0.0,2.1,120.0,
1,10,6,6.1,80.0,0.0,0.0,3.1,100.0,
1,10,7,5.6,79.0,0.0,0.0,3.1,80.0,
1,10,8,5.6,76.0,9.0,5.0,4.6,100.0,
1,10,9,6.7,74.0,128.0,55.0,3.1,100.0,
1,10,10,9.4,64.0,281.0,65.0,3.1,120.0,
1,10,11,12.2,55.0,437.0,114.0,2.6,80.0,
1,10,12,15.0,46.0,531.0,165.0,1.5,140.0,
1,10,13,16.7,40.0,597.0,144.0,1.5,360.0,
1,10,14,18.9,33.0,574.0,126.0,1.5,50.0,
1,10,15,18.9,33.0,504.0,124.0,1.5,50.0,
1,10,16,20.0,31.0,296.0,128.0,1.5,300.0,
1,10,17,19.4,33.0,120.0,101.0,2.6,330.0,
1,10,18,17.8,37.0,15.0,10.0,2.1,320.0,
1,10,19,15.6,44.0,0.0,0.0,1.5,320.0,
1,10,20,13.3,53.0,0.0,0.0,2.1,220.0,
1,10,21,12.8,55.0,0.0,0.0,1.5,300.0,
1,10,22,11.7,59.0,0.0,0.0,1.5,300.0,
1,10,23,11.1,61.0,0.0,0.0,0.0,0.0,
1,10,24,10.6,66.0,0.0,0.0,0.0,0.0,
1,11,1,9.4,71.0,0.0,0.0,0.0,0.0,
1,11,2,9.4,71.0,0.0,0.0,0.0,0.0,
1,11,3,9.4,71.0,0.0,0.0,2.1,110.0,
1,11,4,8.9,71.0,0.0,0.0,3.1,100.0,
1,11,5,8.9,69.0,0.0,0.0,3.1,90.0,
1,11,6,9.4,66.0,0.0,0.0,4.1,100.0,
1,11,7,10.0,61.0,0.0,0.0,4.1,90.0,
1,11,8,10.0,61.0,4.0,4.0,3.6,110.0,
1,11,9,10.6,59.0,53.0,53.0,3.6,100.0,
1,11,10,11.7,53.0,105.0,97.0,3.6,100.0,
1,11,11,12.2,53.0,200.0,195.0,3.6,90.0,
1,11,12,13.9,47.0,334.0,308.0,3.6,110.0,
1,11,13,15.6,43.0,382.0,326.0,2.1,110.0,
1,11,14,16.1,40.0,343.0,287.0,3.6,80.0,
1,11,15,17.2,37.0,209.0,216.0,3.1,140.0,
1,11,16,16.7,40.0,181.0,179.0,1.5,120.0,
1,11,17,16.7,40.0,95.0,94.0,0.0,0.0,
1,11,18,15.6,44.0,14.0,12.0,0.0,0.0,
1,11,19,13.9,51.0,0.0,0.0,1.0,50.0,
1,11,20,12.8,55.0,0.0,0.0,2.1,120.0,
1,11,21,11.7,59.0,0.0,0.0,2.1,90.0,
1,11,22,11.1,61.0,0.0,0.0,2.6,50.0,
1,11,23,10.0,66.0,0.0,0.0,0.0,0.0,
1,11,24,8.9,74.0,0.0,0.0,2.1,120.0,
1,12,1,7.8,77.0,0.0,0.0,1.5,90.0,
1,12,2,7.2,77.0,0.0,0.0,2.1,120.0,
1,12,3,7.2,77.0,0.0,0.0,2.1,120.0,
1,12,4,6.1,80.0,0.0,0.0,1.5,330.0,
1,12,5,6.1,80.0,0.0,0.0,3.1,90.0,
1,12,6,5.0,83.0,0.0,0.0,0.0,0.0,
1,12,7,5.6,79.0,0.0,0.0,2.1,120.0,
1,12,8,5.6,79.0,9.0,3.0,1.5,10.0,
1,12,9,8.3,66.0,124.0,36.0,1.5,60.0,
1,12,10,11.1,53.0,284.0,33.0,2.6,60.0,
1,12,11,13.9,46.0,456.0,62.0,2.1,30.0,
1,12,12,16.7,38.0,558.0,90.0,1.5,70.0,
1,12,13,18.9,28.0,608.0,91.0,2.6,100.0,
1,12,14,20.0,25.0,599.0,90.0,3.6,60.0,
1,12,15,20.6,23.0,516.0,93.0,2.6,40.0,
1,12,16,21.1,22.0,363.0,73.0,2.1,80.0,
1,12,17,20.6,22.0,158.0,69.0,2.1,60.0,
1,12,18,18.9,25.0,14.0,2.0,2.1,30.0,
1,12,19,16.7,34.0,0.0,0.0,2.6,240.0,
1,12,20,13.9,46.0,0.0,0.0,2.1,240.0,
1,12,21,12.8,47.0,0.0,0.0,1.5,270.0,
1,12,22,12.2,49.0,0.0,0.0,1.5,260.0,
1,12,23,10.6,57.0,0.0,0.0,2.1,260.0,
1,12,24,9.4,61.0,0.0,0.0,0.0,0.0,
1,13,1,8.9,56.0,0.0,0.0,0.0,0.0,
1,13,2,8.3,54.0,0.0,0.0,0.0,0.0,
1,13,3,7.8,58.0,0.0,0.0,0.0,0.0,
1,13,4,6.7,68.0,0.0,0.0,0.0,0.0,
1,13,5,6.1,71.0,0.0,0.0,0.0,0.0,
1,13,6,5.6,73.0,0.0,0.0,0.0,0.0,
1,13,7,6.1,71.0,0.0,0.0,1.5,90.0,
1,13,8,9.4,56.0,22.0,9.0,0.0,0.0,
1,13,9,9.4,56.0,132.0,28.0,0.0,0.0,
1,13,10,11.7,47.0,315.0,42.0,0.0,0.0,
1,13,11,14.4,38.0,472.0,54.0,0.0,0.0,
1,13,12,17.2,26.0,578.0,61.0,2.6,280.0,
1,13,13,18.3,23.0,619.0,80.0,3.1,250.0,
1,13,14,20.0,22.0,605.0,115.0,2.1,170.0,
1,13,15,20.0,21.0,513.0,134.0,2.6,240.0,
1,13,16,20.0,21.0,294.0,139.0,2.6,270.0,
1,13,17,18.9,31.0,138.0,84.0,4.6,280.0,
1,13,18,16.7,35.0,34.0,22.0,2.6,280.0,
1,13,19,15.0,39.0,0.0,0.0,3.1,290.0,
1,13,20,13.3,45.0,0.0,0.0,2.1,260.0,
1,13,21,12.2,47.0,0.0,0.0,1.5,230.0,
1,13,22,11.1,49.0,0.0,0.0,2.6,220.0,
1,13,23,10.6,47.0,0.0,0.0,2.1,250.0,
1,13,24,8.9,54.0,0.0,0.0,2.1,300.0,
1,14,1,8.3,58.0,0.0,0.0,1.5,260.0,
1,14,2,7.8,61.0,0.0,0.0,0.0,0.0,
1,14,3,7.2,61.0,0.0,0.0,0.0,0.0,
1,14,4,6.1,68.0,0.0,0.0,0.0,0.0,
1,14,5,6.7,68.0,0.0,0.0,2.1,320.0,
1,14,6,5.0,73.0,0.0,0.0,0.0,0.0,
1,14,7,5.6,68.0,0.0,0.0,0.0,0.0,
1,14,8,5.6,71.0,19.0,11.0,2.1,10.0,
1,14,9,7.8,63.0,126.0,35.0,1.5,310.0,
1,14,10,11.7,43.0,309.0,53.0,0.0,0.0,
1,14,11,15.6,26.0,466.0,68.0,2.6,130.0,
1,14,12,17.8,20.0,573.0,77.0,2.1,320.0,
1,14,13,18.9,17.0,618.0,80.0,2.1,290.0,
1,14,14,20.6,16.0,592.0,78.0,2.6,270.0,
1,14,15,21.7,15.0,498.0,70.0,1.5,360.0,
1,14,16,21.7,14.0,350.0,57.0,2.6,320.0,
1,14,17,21.7,15.0,168.0,40.0,2.1,310.0,
1,14,18,18.3,22.0,33.0,17.0,2.1,260.0,
1,14,19,16.7,24.0,0.0,0.0,1.5,280.0,
1,14,20,15.0,30.0,0.0,0.0,2.1,320.0,
1,14,21,13.9,32.0,0.0,0.0,2.1,240.0,
1,14,22,12.8,37.0,0.0,0.0,2.1,80.0,
1,14,23,11.7,43.0,0.0,0.0,0.0,0.0,
1,14,24,10.6,47.0,0.0,0.0,1.5,10.0,
1,15,1,10.6,47.0,0.0,0.0,2.1,90.0,
1,15,2,10.0,48.0,0.0,0.0,2.1,110.0,
1,15,3,9.4,44.0,0.0,0.0,1.5,70.0,
1,15,4,8.3,48.0,0.0,0.0,3.1,100.0,
1,15,5,10.0,38.0,0.0,0.0,3.1,80.0,
1,15,6,10.0,38.0,0.0,0.0,3.1,120.0,
1,15,7,9.4,41.0,0.0,0.0,2.1,120.0,
1,15,8,10.0,38.0,7.0,7.0,3.1,100.0,
1,15,9,9.4,44.0,70.0,70.0,2.1,60.0,
1,15,10,11.7,35.0,171.0,171.0,4.1,80.0,
1,15,11,12.8,34.0,270.0,255.0,3.1,110.0,
1,15,12,14.4,31.0,307.0,295.0,3.1,80.0,
1,15,13,16.1,25.0,282.0,281.0,2.6,100.0,
1,15,14,16.7,27.0,228.0,228.0,3.1,110.0,
1,15,15,16.7,28.0,204.0,203.0,0.0,0.0,
1,15,16,17.2,24.0,153.0,152.0,2.1,90.0,
1,15,17,16.7,28.0,76.0,73.0,2.1,100.0,
1,15,18,16.1,30.0,5.0,5.0,1.5,100.0,
1,15,19,15.0,35.0,0.0,0.0,1.5,120.0,
1,15,20,14.4,39.0,0.0,0.0,2.1,140.0,
1,15,21,13.3,44.0,0.0,0.0,2.1,320.0,
1,15,22,12.8,47.0,0.0,0.0,1.5,300.0,
1,15,23,12.8,45.0,0.0,0.0,3.1,340.0,
1,15,24,13.3,49.0,0.0,0.0,4.6,340.0,
1,16,1,11.7,69.0,0.0,0.0,3.1,180.0,
1,16,2,11.7,74.0,0.0,0.0,2.1,260.0,
1,16,3,11.1,86.0,0.0,0.0,1.5,80.0,
1,16,4,10.6,90.0,0.0,0.0,1.5,60.0,
1,16,5,10.6,90.0,0.0,0.0,4.1,90.0,
1,16,6,10.6,90.0,0.0,0.0,3.1,80.0,
1,16,7,10.0,93.0,0.0,0.0,3.6,100.0,
1,16,8,10.6,86.0,4.0,4.0,2.6,90.0,
1,16,9,10.6,83.0,66.0,65.0,3.1,100.0,
1,16,10,12.2,77.0,179.0,127.0,2.6,120.0,
1,16,11,12.8,72.0,276.0,206.0,2.1,120.0,
1,16,12,14.4,65.0,483.0,262.0,2.1,120.0,
1,16,13,16.1,54.0,613.0,203.0,2.1,100.0,
1,16,14,16.1,52.0,533.0,139.0,2.1,270.0,
1,16,15,17.2,50.0,465.0,138.0,1.5,320.0,
1,16,16,17.8,47.0,356.0,113.0,3.1,240.0,
1,16,17,16.7,46.0,165.0,118.0,2.6,330.0,
1,16,18,15.0,48.0,21.0,12.0,1.5,350.0,
1,16,19,14.4,46.0,0.0,0.0,1.5,40.0,
1,16,20,13.3,51.0,0.0,0.0,2.6,20.0,
1,16,21,12.2,59.0,0.0,0.0,1.5,130.0,
1,16,22,12.2,62.0,0.0,0.0,1.5,170.0,
1,16,23,12.2,59.0,0.0,0.0,3.1,90.0,
1,16,24,11.7,66.0,0.0,0.0,4.6,80.0,
1,17,1,10.6,72.0,0.0,0.0,4.6,100.0,
1,17,2,10.0,74.0,0.0,0.0,4.6,110.0,
1,17,3,10.0,74.0,0.0,0.0,4.1,100.0,
1,17,4,8.9,77.0,0.0,0.0,4.6,90.0,
1,17,5,8.9,77.0,0.0,0.0,4.1,40.0,
1,17,6,8.9,77.0,0.0,0.0,5.2,90.0,
1,17,7,8.9,74.0,0.0,0.0,4.1,90.0,
1,17,8,9.4,71.0,4.0,4.0,3.6,80.0,
1,17,9,10.0,69.0,35.0,35.0,3.6,80.0,
1,17,10,11.1,66.0,113.0,107.0,3.6,90.0,
1,17,11,13.3,55.0,228.0,222.0,4.1,120.0,
1,17,12,15.6,46.0,234.0,232.0,4.6,110.0,
1,17,13,17.2,43.0,232.0,229.0,5.2,150.0,
1,17,14,18.9,39.0,328.0,284.0,6.2,140.0,
1,17,15,19.4,36.0,313.0,225.0,7.7,170.0,
1,17,16,19.4,35.0,114.0,115.0,8.2,150.0,
1,17,17,17.2,45.0,14.0,14.0,11.3,180.0,
1,17,18,17.2,43.0,2.0,2.0,8.2,150.0,
1,17,19,14.4,62.0,0.0,0.0,7.2,200.0,
1,17,20,8.9,89.0,0.0,0.0,5.7,270.0,
1,17,21,9.4,86.0,0.0,0.0,2.6,140.0,
1,17,22,9.4,86.0,0.0,0.0,3.1,160.0,
1,17,23,9.4,86.0,0.0,0.0,4.1,120.0,
1,17,24,8.9,86.0,0.0,0.0,4.1,100.0,
1,18,1,8.9,83.0,0.0,0.0,4.1,140.0,
1,18,2,10.0,71.0,0.0,0.0,5.2,150.0,
1,18,3,9.4,83.0,0.0,0.0,4.6,130.0,
1,18,4,9.4,77.0,0.0,0.0,7.2,130.0,
1,18,5,9.4,80.0,0.0,0.0,6.2,130.0,
1,18,6,8.9,89.0,0.0,0.0,3.6,160.0,
1,18,7,8.9,89.0,0.0,0.0,4.1,120.0,
1,18,8,8.9,93.0,2.0,2.0,3.1,140.0,
1,18,9,8.3,89.0,19.0,18.0,9.3,230.0,
1,18,10,8.3,86.0,63.0,58.0,8.8,250.0,
1,18,11,8.9,83.0,119.0,116.0,7.2,280.0,
1,18,12,9.4,77.0,157.0,156.0,8.8,270.0,
1,18,13,10.6,66.0,280.0,270.0,8.8,280.0,
1,18,14,10.0,64.0,185.0,184.0,8.2,270.0,
1,18,15,10.0,61.0,138.0,144.0,9.8,260.0,
1,18,16,9.4,61.0,194.0,196.0,6.7,300.0,
1,18,17,9.4,66.0,40.0,42.0,5.2,280.0,
1,18,18,9.4,61.0,15.0,14.0,5.2,270.0,
1,18,19,8.9,61.0,0.0,0.0,6.2,270.0,
1,18,20,8.9,61.0,0.0,0.0,6.2,290.0,
1,18,21,8.3,58.0,0.0,0.0,5.7,280.0,
1,18,22,7.8,61.0,0.0,0.0,6.7,280.0,
1,18,23,7.2,61.0,0.0,0.0,6.2,290.0,
1,18,24,6.7,60.0,0.0,0.0,5.2,280.0,
1,19,1,5.6,68.0,0.0,0.0,4.1,330.0,
1,19,2,5.0,70.0,0.0,0.0,4.1,310.0,
1,19,3,3.3,76.0,0.0,0.0,1.5,330.0,
1,19,4,3.3,76.0,0.0,0.0,2.6,310.0,
1,19,5,2.8,73.0,0.0,0.0,3.1,280.0,
1,19,6,3.3,67.0,0.0,0.0,2.1,320.0,
1,19,7,3.3,65.0,0.0,0.0,3.1,280.0,
1,19,8,2.2,70.0,11.0,7.0,3.6,240.0,
1,19,9,4.4,57.0,129.0,31.0,3.1,300.0,
1,19,10,7.2,46.0,296.0,30.0,1.5,180.0,
1,19,11,8.3,37.0,468.0,64.0,1.5,200.0,
1,19,12,8.9,37.0,574.0,91.0,2.1,350.0,
1,19,13,10.0,33.0,626.0,130.0,2.6,310.0,
1,19,14,10.6,34.0,586.0,130.0,2.6,300.0,
1,19,15,11.1,30.0,529.0,116.0,2.6,100.0,
